customer_id,customer_name,gender,age,state_id,city,phone_number
3159,Customer 124,Female,21,3,Kolkata,9436397159
3160,Customer 125,Others,23,2,Bhopal,9185116010
3161,Customer 126,Others,54,3,Bengaluru,9656731720
3162,Customer 127,Male,30,2,Mumbai,9125372090
3163,Customer 128,Male,28,2,Guwahati,9379232428
3164,Customer 129,Others,26,3,Mumbai,9782325801
3165,Customer 130,Female,28,6,Bengaluru,9626544073
3166,Customer 131,Male,73,6,Kolkata,9613468461
3167,Customer 132,Others,35,1,Lucknow,9110331884
3168,Customer 133,Female,33,4,Kolkata,9717848332
3169,Customer 134,Female,40,1,Bhopal,9073615088
3170,Customer 135,Female,36,3,Bengaluru,9713641112
3171,Customer 136,Male,29,5,Mumbai,9922319631
3172,Customer 137,Others,73,1,Kolkata,9619969072
3173,Customer 138,Male,23,4,Bengaluru,9400364854
3174,Customer 139,Others,22,6,Guwahati,9379754703
3175,Customer 140,Female,54,5,Kolkata,9475289940
3176,Customer 141,Others,29,6,Guwahati,9984946313
3177,Customer 142,Male,41,4,Bhopal,9523837869
3178,Customer 143,Male,47,5,Bengaluru,9876009555
3179,Customer 144,Male,50,1,Lucknow,9766994033
3180,Customer 145,Others,73,2,Mumbai,9882929562
3181,Customer 146,Others,63,3,Lucknow,9716244795
3182,Customer 147,Female,25,2,Mumbai,9883283295
3183,Customer 148,Others,27,5,Kolkata,9608428380
3184,Customer 149,Female,51,5,Mumbai,9540503091
3185,Customer 150,Female,24,1,Guwahati,9589739527
3186,Customer 151,Others,72,2,Guwahati,9073089727
3187,Customer 152,Others,61,4,Guwahati,9320451857
3188,Customer 153,Others,70,6,Lucknow,9084200911
3189,Customer 154,Male,49,5,Kolkata,9441847661
3190,Customer 155,Others,62,4,Bengaluru,9055754637
3191,Customer 156,Others,52,6,Guwahati,9754996599
3192,Customer 157,Male,34,4,Mumbai,9768768524
3193,Customer 158,Male,64,4,Bengaluru,9722062520
3194,Customer 159,Female,73,6,Mumbai,9443798426
3195,Customer 160,Male,70,1,Guwahati,9414993715
3196,Customer 161,Others,68,5,Mumbai,9808205196
3197,Customer 162,Others,34,1,Bhopal,9800746888
3198,Customer 163,Male,37,2,Bengaluru,9716857861
3199,Customer 164,Male,39,6,Kolkata,9071352088
3200,Customer 165,Male,67,5,Bhopal,9294789765
3201,Customer 166,Female,31,1,Mumbai,9002925350
3202,Customer 167,Others,26,1,Kolkata,9551423359
3203,Customer 168,Female,73,1,Lucknow,9146367194
3204,Customer 169,Others,19,1,Kolkata,9054584167
3205,Customer 170,Female,24,1,Guwahati,9011376557
3206,Customer 171,Male,23,3,Bhopal,9302758907
3207,Customer 172,Male,20,2,Bhopal,9273926180
3208,Customer 173,Others,48,4,Bengaluru,9807063632
3209,Customer 174,Male,52,1,Bhopal,9727748857
3210,Customer 175,Female,67,6,Bhopal,9855618929
3211,Customer 176,Male,47,2,Mumbai,9713574167
3212,Customer 177,Female,72,3,Lucknow,9023607849
3213,Customer 178,Others,33,2,Kolkata,9651690165
3214,Customer 179,Male,67,3,Bhopal,9596682595
3215,Customer 180,Others,34,4,Guwahati,9575007488
3216,Customer 181,Others,65,3,Bhopal,9665958364
3217,Customer 182,Female,55,3,Bhopal,9700883032
3218,Customer 183,Female,62,5,Kolkata,9359352338
3219,Customer 184,Male,33,6,Bhopal,9644892503
3220,Customer 185,Others,22,5,Bhopal,9789250269
3221,Customer 186,Female,27,3,Mumbai,9316127949
3222,Customer 187,Others,49,3,Guwahati,9820853611
3223,Customer 188,Female,63,1,Kolkata,9478228670
3224,Customer 189,Male,56,4,Guwahati,9925647759
3225,Customer 190,Male,69,2,Lucknow,9683640585
3226,Customer 191,Female,36,6,Guwahati,9964783825
3227,Customer 192,Male,32,4,Lucknow,9480909907
3228,Customer 193,Female,34,3,Bengaluru,9222776175
3229,Customer 194,Male,44,5,Bhopal,9446246750
3230,Customer 195,Male,20,1,Bengaluru,9327973389
3231,Customer 196,Others,59,6,Kolkata,9450107726
3232,Customer 197,Female,51,1,Kolkata,9835541923
3233,Customer 198,Others,33,4,Guwahati,9965573417
3234,Customer 199,Female,41,4,Mumbai,9036088736
3235,Customer 200,Others,35,1,Guwahati,9324928490
3236,Customer 201,Male,75,2,Kolkata,9802364725
3237,Customer 202,Male,45,4,Bengaluru,9474412211
3238,Customer 203,Male,31,5,Bengaluru,9803681373
3239,Customer 204,Female,44,4,Bengaluru,9810649779
3240,Customer 205,Others,64,1,Mumbai,9980829097
3241,Customer 206,Male,68,2,Bhopal,9202400408
3242,Customer 207,Male,32,4,Bhopal,9398492294
3243,Customer 208,Female,25,1,Mumbai,9626514353
3244,Customer 209,Female,48,4,Kolkata,9364077185
3245,Customer 210,Others,44,2,Mumbai,9115854912
3246,Customer 211,Male,52,4,Mumbai,9952543516
3247,Customer 212,Male,74,4,Kolkata,9090010982
3248,Customer 213,Female,74,3,Bengaluru,9706895588
3249,Customer 214,Female,65,1,Bhopal,9349257461
3250,Customer 215,Female,61,6,Bhopal,9978081329
3251,Customer 216,Others,28,6,Lucknow,9167837763
3252,Customer 217,Others,56,3,Mumbai,9591741253
3253,Customer 218,Male,42,4,Lucknow,9860316541
3254,Customer 219,Female,59,1,Guwahati,9944164103
3255,Customer 220,Others,69,6,Mumbai,9826266777
3256,Customer 221,Male,73,2,Bhopal,9896739389
3257,Customer 222,Others,43,3,Bengaluru,9857562310
3258,Customer 223,Others,47,2,Lucknow,9549257694
3259,Customer 224,Male,64,1,Kolkata,9825528489
3260,Customer 225,Others,54,3,Mumbai,9361592135
3261,Customer 226,Male,65,1,Kolkata,9991682171
3262,Customer 227,Others,69,5,Bhopal,9642944599
3263,Customer 228,Female,71,3,Bengaluru,9584526545
3264,Customer 229,Female,21,5,Mumbai,9380421600
3265,Customer 230,Female,48,2,Guwahati,9494312462
3266,Customer 231,Others,24,2,Mumbai,9237933804
3267,Customer 232,Male,41,2,Bhopal,9638140102
3268,Customer 233,Female,25,4,Mumbai,9624093321
3269,Customer 234,Female,64,3,Lucknow,9501759416
3270,Customer 235,Female,44,6,Mumbai,9537948040
3271,Customer 236,Female,69,2,Bhopal,9366816269
3272,Customer 237,Female,72,5,Kolkata,9884809854
3273,Customer 238,Male,45,6,Kolkata,9280913589
3274,Customer 239,Male,44,3,Kolkata,9246492730
3275,Customer 240,Female,51,4,Bengaluru,9898158951
3276,Customer 241,Female,27,2,Mumbai,9569355272
3277,Customer 242,Male,47,1,Guwahati,9245115547
3278,Customer 243,Female,69,6,Kolkata,9011361268
3279,Customer 244,Female,24,1,Kolkata,9649276466
3280,Customer 245,Male,21,3,Bengaluru,9497162354
3281,Customer 246,Female,20,4,Guwahati,9306863982
3282,Customer 247,Male,50,1,Lucknow,9337760300
3283,Customer 248,Female,41,4,Bengaluru,9574069208
3284,Customer 249,Others,63,4,Guwahati,9767036662
3285,Customer 250,Others,53,6,Bhopal,9668226609
3286,Customer 251,Male,45,1,Mumbai,9458010151
3287,Customer 252,Male,62,1,Lucknow,9550672214
3288,Customer 253,Others,68,2,Lucknow,9143626427
3289,Customer 254,Male,18,1,Bengaluru,9063630213
3290,Customer 255,Others,68,3,Lucknow,9746531601
3291,Customer 256,Male,65,1,Mumbai,9782133483
3292,Customer 257,Male,74,1,Guwahati,9909499103
3293,Customer 258,Others,50,4,Lucknow,9580307370
3294,Customer 259,Male,20,5,Lucknow,9075938035
3295,Customer 260,Male,20,5,Mumbai,9172179822
3296,Customer 261,Female,54,2,Guwahati,9565583852
3297,Customer 262,Female,39,1,Guwahati,9624719635
3298,Customer 263,Male,29,4,Bengaluru,9507955562
3299,Customer 264,Male,60,3,Bhopal,9089436734
3300,Customer 265,Female,25,2,Guwahati,9579049162
3301,Customer 266,Male,56,3,Bengaluru,9765473396
3302,Customer 267,Male,36,2,Bhopal,9673993211
3303,Customer 268,Others,24,2,Kolkata,9525288601
3304,Customer 269,Male,55,2,Bengaluru,9626527838
3305,Customer 270,Others,41,5,Lucknow,9070275386
3306,Customer 271,Female,19,1,Bhopal,9298995232
3307,Customer 272,Others,48,2,Guwahati,9050135778
3308,Customer 273,Male,56,3,Lucknow,9882856490
3309,Customer 274,Male,50,3,Bengaluru,9655988987
3310,Customer 275,Male,52,4,Guwahati,9915995559
3311,Customer 276,Female,50,4,Guwahati,9512569164
3312,Customer 277,Others,74,6,Bhopal,9291354794
3313,Customer 278,Female,31,5,Kolkata,9811939093
3314,Customer 279,Male,24,1,Lucknow,9912490520
3315,Customer 280,Others,30,5,Mumbai,9847356540
3316,Customer 281,Others,54,4,Lucknow,9596403041
3317,Customer 282,Others,32,5,Guwahati,9676644986
3318,Customer 283,Female,30,2,Bengaluru,9905652511
3319,Customer 284,Male,39,2,Mumbai,9329655558
3320,Customer 285,Male,41,4,Guwahati,9560026939
3321,Customer 286,Male,26,2,Mumbai,9666459300
3322,Customer 287,Others,54,5,Lucknow,9519979562
3323,Customer 288,Female,40,2,Guwahati,9233187137
3324,Customer 289,Others,74,6,Lucknow,9505129302
3325,Customer 290,Others,70,4,Bengaluru,9419727718
3326,Customer 291,Male,58,3,Kolkata,9465330428
3327,Customer 292,Male,26,1,Lucknow,9845998669
3328,Customer 293,Others,38,4,Kolkata,9442446831
3329,Customer 294,Female,62,3,Mumbai,9318150521
3330,Customer 295,Others,70,3,Guwahati,9779672671
3331,Customer 296,Female,64,4,Lucknow,9520235334
3332,Customer 297,Female,59,6,Mumbai,9195361717
3333,Customer 298,Others,70,5,Lucknow,9627371845
3334,Customer 299,Female,26,2,Mumbai,9174011791
3335,Customer 300,Others,51,2,Lucknow,9820774340
3336,Customer 301,Male,70,2,Kolkata,9759154804
3337,Customer 302,Male,51,6,Mumbai,9750604244
3338,Customer 303,Others,38,5,Bhopal,9438336353
3339,Customer 304,Female,28,4,Bengaluru,9106791567
3340,Customer 305,Male,44,5,Mumbai,9812321612
3341,Customer 306,Others,48,6,Guwahati,9718571324
3342,Customer 307,Female,41,1,Bhopal,9165456327
3343,Customer 308,Others,70,5,Guwahati,9220714674
3344,Customer 309,Male,65,5,Lucknow,9666978237
3345,Customer 310,Others,67,6,Bhopal,9204760454
3346,Customer 311,Male,54,1,Guwahati,9310975331
3347,Customer 312,Female,22,1,Mumbai,9762184636
3348,Customer 313,Female,26,4,Mumbai,9628831897
3349,Customer 314,Male,58,1,Mumbai,9728180480
3350,Customer 315,Male,55,2,Mumbai,9753521519
3351,Customer 316,Others,31,1,Bengaluru,9456024161
3352,Customer 317,Male,51,5,Bengaluru,9447323194
3353,Customer 318,Male,55,2,Lucknow,9185457399
3354,Customer 319,Male,55,4,Lucknow,9510550371
3355,Customer 320,Female,40,1,Lucknow,9676789324
3356,Customer 321,Others,66,3,Bengaluru,9365129184
3357,Customer 322,Others,39,2,Lucknow,9493898194
3358,Customer 323,Male,22,2,Bengaluru,9502405604
3359,Customer 324,Others,43,5,Guwahati,9775969226
3360,Customer 325,Others,23,2,Bengaluru,9583215731
3361,Customer 326,Male,69,3,Guwahati,9442878957
3362,Customer 327,Others,45,3,Kolkata,9440181526
3363,Customer 328,Female,50,5,Guwahati,9174777113
3364,Customer 329,Others,35,2,Bhopal,9546148196
3365,Customer 330,Female,34,2,Bengaluru,9515181181
3366,Customer 331,Male,36,1,Mumbai,9699985964
3367,Customer 332,Female,20,4,Bhopal,9895707850
3368,Customer 333,Female,73,3,Kolkata,9152437082
3369,Customer 334,Others,31,6,Lucknow,9683336429
3370,Customer 335,Female,42,1,Lucknow,9232345646
3371,Customer 336,Male,70,4,Guwahati,9129605023
3372,Customer 337,Others,61,3,Guwahati,9118851876
3373,Customer 338,Female,21,4,Bhopal,9588541932
3374,Customer 339,Male,32,6,Bengaluru,9462641298
3375,Customer 340,Others,57,1,Lucknow,9780988576
3376,Customer 341,Male,54,6,Mumbai,9247244875
3377,Customer 342,Female,20,3,Kolkata,9528945705
3378,Customer 343,Male,70,4,Guwahati,9498078941
3379,Customer 344,Male,22,3,Bhopal,9290194710
3380,Customer 345,Female,32,6,Bhopal,9059789866
3381,Customer 346,Female,69,4,Guwahati,9645142265
3382,Customer 347,Female,29,2,Bengaluru,9864971328
3383,Customer 348,Female,24,3,Guwahati,9950522064
3384,Customer 349,Female,58,5,Bhopal,9760221944
3385,Customer 350,Male,46,5,Mumbai,9447542764
3386,Customer 351,Others,60,4,Bhopal,9284172753
3387,Customer 352,Male,47,5,Bengaluru,9870748408
3388,Customer 353,Female,68,5,Bengaluru,9512535060
3389,Customer 354,Others,19,1,Lucknow,9980244697
3390,Customer 355,Male,29,2,Kolkata,9787100030
3391,Customer 356,Others,63,3,Guwahati,9556390395
3392,Customer 357,Male,33,5,Bengaluru,9410005863
3393,Customer 358,Male,36,6,Bengaluru,9965770860
3394,Customer 359,Female,46,5,Mumbai,9094979527
3395,Customer 360,Female,30,5,Kolkata,9323380540
3396,Customer 361,Female,34,1,Lucknow,9323757346
3397,Customer 362,Others,70,2,Bengaluru,9752397966
3398,Customer 363,Others,59,2,Bhopal,9852005751
3399,Customer 364,Male,50,2,Kolkata,9964355138
3400,Customer 365,Others,33,6,Bhopal,9324735935
3401,Customer 366,Female,26,4,Kolkata,9707477956
3402,Customer 367,Female,33,6,Bhopal,9598850078
3403,Customer 368,Others,19,1,Mumbai,9669211479
3404,Customer 369,Female,32,2,Lucknow,9386194079
3405,Customer 370,Male,69,5,Mumbai,9524139087
3406,Customer 371,Female,21,1,Guwahati,9828332966
3407,Customer 372,Male,32,3,Kolkata,9712221894
3408,Customer 373,Female,29,6,Kolkata,9675346107
3409,Customer 374,Female,29,6,Kolkata,9351748334
3410,Customer 375,Others,64,6,Guwahati,9336738320
3411,Customer 376,Others,40,4,Kolkata,9022688026
3412,Customer 377,Female,51,5,Bhopal,9861477091
3413,Customer 378,Others,64,2,Mumbai,9385415842
3414,Customer 379,Others,59,4,Mumbai,9264644235
3415,Customer 380,Male,28,3,Mumbai,9539842981
3416,Customer 381,Female,65,2,Lucknow,9107119758
3417,Customer 382,Female,63,2,Guwahati,9452040721
3418,Customer 383,Others,61,4,Mumbai,9206522786
3419,Customer 384,Female,19,3,Bhopal,9932555564
3420,Customer 385,Others,39,4,Bhopal,9623077173
3421,Customer 386,Male,28,5,Kolkata,9610976096
3422,Customer 387,Female,63,6,Kolkata,9264911824
3423,Customer 388,Female,59,1,Mumbai,9808900114
3424,Customer 389,Others,34,4,Mumbai,9782865025
3425,Customer 390,Male,42,1,Bhopal,9763406934
3426,Customer 391,Others,26,6,Lucknow,9489842075
3427,Customer 392,Others,59,3,Bengaluru,9679607394
3428,Customer 393,Female,68,4,Mumbai,9936970350
3429,Customer 394,Female,70,6,Bengaluru,9305394161
3430,Customer 395,Female,46,4,Kolkata,9962231965
3431,Customer 396,Female,32,5,Kolkata,9214158031
3432,Customer 397,Others,74,1,Lucknow,9164457523
3433,Customer 398,Others,30,2,Kolkata,9511726693
3434,Customer 399,Others,44,2,Mumbai,9041180466
3435,Customer 400,Male,42,4,Bengaluru,9706470683
3436,Customer 401,Female,45,1,Guwahati,9095271844
3437,Customer 402,Others,19,6,Bengaluru,9757644491
3438,Customer 403,Others,22,1,Lucknow,9641085343
3439,Customer 404,Others,41,5,Lucknow,9353664746
3440,Customer 405,Others,56,6,Lucknow,9741944288
3441,Customer 406,Others,42,6,Bhopal,9875475675
3442,Customer 407,Others,42,1,Lucknow,9255018925
3443,Customer 408,Others,30,3,Mumbai,9900552389
3444,Customer 409,Others,57,6,Lucknow,9686140674
3445,Customer 410,Male,45,1,Guwahati,9742254198
3446,Customer 411,Female,68,5,Mumbai,9175068563
3447,Customer 412,Female,35,1,Lucknow,9970940738
3448,Customer 413,Female,55,6,Bengaluru,9513822001
3449,Customer 414,Others,70,6,Bengaluru,9880761489
3450,Customer 415,Others,28,3,Mumbai,9433984278
3451,Customer 416,Female,41,2,Guwahati,9018531564
3452,Customer 417,Female,39,2,Bengaluru,9456726613
3453,Customer 418,Male,26,2,Bhopal,9471619676
3454,Customer 419,Male,67,3,Lucknow,9923052016
3455,Customer 420,Others,28,4,Guwahati,9793389738
3456,Customer 421,Others,46,5,Bhopal,9312443384
3457,Customer 422,Others,38,6,Lucknow,9030413647
3458,Customer 423,Others,65,3,Lucknow,9131583965
3459,Customer 424,Others,23,4,Bhopal,9550833156
3460,Customer 425,Female,54,2,Bhopal,9230128664
3461,Customer 426,Male,44,6,Guwahati,9842845817
3462,Customer 427,Female,18,1,Kolkata,9112346577
3463,Customer 428,Female,64,4,Bhopal,9683285003
3464,Customer 429,Female,58,3,Kolkata,9309884037
3465,Customer 430,Others,27,4,Lucknow,9489664825
3466,Customer 431,Male,33,1,Bhopal,9653664037
3467,Customer 432,Female,43,4,Bhopal,9135924877
3468,Customer 433,Female,21,3,Lucknow,9890318626
3469,Customer 434,Others,51,5,Kolkata,9362863392
3470,Customer 435,Male,43,6,Bengaluru,9680475912
3471,Customer 436,Male,50,6,Kolkata,9570129418
3472,Customer 437,Female,44,1,Bhopal,9005533731
3473,Customer 438,Female,20,4,Lucknow,9676395118
3474,Customer 439,Male,70,4,Bengaluru,9415342531
3475,Customer 440,Others,28,1,Guwahati,9798813458
3476,Customer 441,Male,41,5,Bengaluru,9525280611
3477,Customer 442,Male,40,2,Kolkata,9187173543
3478,Customer 443,Others,23,5,Lucknow,9590153064
3479,Customer 444,Male,28,3,Lucknow,9085417553
3480,Customer 445,Others,49,4,Guwahati,9599607326
3481,Customer 446,Others,33,6,Bengaluru,9803474662
3482,Customer 447,Male,55,6,Mumbai,9897436426
3483,Customer 448,Others,62,2,Lucknow,9275255759
3484,Customer 449,Female,42,5,Guwahati,9274628047
3485,Customer 450,Others,35,6,Kolkata,9717480578
3486,Customer 451,Male,68,6,Guwahati,9997965054
3487,Customer 452,Male,43,2,Bhopal,9527154669
3488,Customer 453,Others,67,2,Mumbai,9028051107
3489,Customer 454,Others,23,1,Lucknow,9165207120
3490,Customer 455,Male,27,3,Mumbai,9904698786
3491,Customer 456,Male,39,6,Mumbai,9514276898
3492,Customer 457,Male,23,4,Bhopal,9894363743
3493,Customer 458,Female,46,4,Bhopal,9697133250
3494,Customer 459,Female,34,4,Guwahati,9153402466
3495,Customer 460,Female,40,5,Mumbai,9782850994
3496,Customer 461,Male,59,4,Kolkata,9210593154
3497,Customer 462,Female,48,1,Mumbai,9482048842
3498,Customer 463,Female,60,6,Kolkata,9072048871
3499,Customer 464,Female,70,1,Bhopal,9576808234
3500,Customer 465,Female,20,3,Guwahati,9778740051
3501,Customer 466,Female,65,3,Guwahati,9468045643
3502,Customer 467,Male,45,6,Lucknow,9285258120
3503,Customer 468,Female,45,1,Bhopal,9538015550
3504,Customer 469,Others,50,4,Kolkata,9897219534
3505,Customer 470,Male,19,1,Guwahati,9651244668
3506,Customer 471,Others,71,4,Bengaluru,9227782886
3507,Customer 472,Female,56,2,Mumbai,9416378360
3508,Customer 473,Female,59,4,Kolkata,9912115469
3509,Customer 474,Male,75,4,Bengaluru,9190444730
3510,Customer 475,Others,61,6,Mumbai,9192321305
3511,Customer 476,Male,48,4,Lucknow,9375402755
3512,Customer 477,Female,58,4,Lucknow,9587573792
3513,Customer 478,Male,26,4,Bengaluru,9640834436
3514,Customer 479,Female,40,2,Bengaluru,9002582720
3515,Customer 480,Others,67,4,Bengaluru,9235262304
3516,Customer 481,Female,29,4,Lucknow,9958224985
3517,Customer 482,Male,39,4,Lucknow,9475222134
3518,Customer 483,Male,58,4,Bhopal,9335909971
3519,Customer 484,Others,62,2,Bhopal,9660761107
3520,Customer 485,Others,63,4,Bhopal,9211834127
3521,Customer 486,Female,34,1,Kolkata,9388888403
3522,Customer 487,Female,63,5,Lucknow,9815529351
3523,Customer 488,Male,23,6,Guwahati,9072434707
3524,Customer 489,Male,23,5,Bhopal,9355571574
3525,Customer 490,Female,65,3,Kolkata,9059537283
3526,Customer 491,Male,51,4,Guwahati,9728790366
3527,Customer 492,Male,20,3,Bhopal,9638993307
3528,Customer 493,Female,57,1,Kolkata,9957913045
3529,Customer 494,Female,53,2,Guwahati,9442422998
3530,Customer 495,Others,60,5,Mumbai,9392468272
3531,Customer 496,Female,66,5,Mumbai,9659264178
3532,Customer 497,Male,39,5,Guwahati,9530154715
3533,Customer 498,Female,28,2,Bengaluru,9460109340
3534,Customer 499,Others,21,5,Mumbai,9508490758
3535,Customer 500,Female,42,2,Kolkata,9504687479
3536,Customer 501,Others,49,5,Bhopal,9469789285
3537,Customer 502,Female,61,4,Kolkata,9008601344
3538,Customer 503,Male,47,2,Guwahati,9661402743
3539,Customer 504,Female,32,2,Kolkata,9009799689
3540,Customer 505,Female,62,5,Kolkata,9786010810
3541,Customer 506,Male,24,2,Kolkata,9527379836
3542,Customer 507,Others,63,6,Kolkata,9469421181
